product,rate_mfn,rate_applied,tariff_lines,is_traded
"870210 - Vehicles; public transport type (carries 10 or more passengers), compression-ignition internal combustion piston engine (diesel or semi-diesel)",21,21,14,No
854460 - Insulated electric conductors; for a voltage exceeding 1000 volts,21,21,8,Yes
"870390 - Vehicles; for transport of persons (other than those of heading no. 8702) n.e.s. in heading no. 8703, including station wagons and racing cars",20,20,18,No
"010391 - Swine; live, (other than pure-bred breeding animals), weighing less than 50kg",20,20,1,No
"010392 - Swine; live, (other than pure-bred breeding animals), weighing 50kg or more",20,20,1,No
080111 - Desiccated,20,20,1,Yes
"160300 - Extracts and juices; of meat, fish or crustaceans, molluscs or other aquatic invertebrates",20,20,2,No
200941 - Of a Brix value not exceeding 20,20,20,1,Yes
200949 - Other,20,20,1,No
"220110 - Waters; mineral and aerated, including natural or artificial, (not containing added sugar or other sweetening matter nor flavoured)",20,20,2,No
"220210 - Waters; including mineral and aerated, containing added sugar or other sweetening matter or flavoured",20,20,3,Yes
220291 - Non-alcoholic beer,20,20,1,No
220299 - Other,20,20,6,Yes
280620 - Chlorosulphuric acid,20,20,1,No
280700 - Sulphuric acid; oleum,20,20,2,Yes
280920 - Phosphoric acid and polyphosphoric acids,20,20,6,Yes
281511 - Sodium hydroxide (caustic soda); solid,20,20,1,Yes
281512 - Sodium hydroxide (caustic soda); in aqueous solution (soda lye or liquid soda),20,20,1,Yes
283322 - Sulphates; of aluminium,20,20,2,No
283911 - Silicates; sodium metasilicates,20,20,1,No
283919 - Silicates; of sodium (excluding sodium metasilicates),20,20,2,Yes
"284910 - Carbides; of calcium, whether or not chemically defined",20,20,1,No
"370710 - Photographic goods; sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use",20,20,1,Yes
"391610 - Ethylene polymers; monofilament, of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked",20,20,2,Yes
"391620 - Vinyl chloride polymers; monofilament, of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked",20,20,2,Yes
"391721 - Plastics; tubes, pipes and hoses thereof, rigid, of polymers of ethylene",20,20,1,Yes
"391722 - Plastics; tubes, pipes and hoses thereof, rigid, of polymers of propylene",20,20,1,Yes
"391723 - Plastics; tubes, pipes and hoses thereof, rigid, of polymers of vinyl chloride",20,20,1,Yes
"391733 - Plastics; tubes, pipes and hoses thereof, other than those of item no. 3917.31, not reinforced or otherwise combined with other materials, with fittings",20,20,2,Yes
"391740 - Plastics; tube, pipe and hose fittings (eg joints, elbows, flanges)",20,20,1,Yes
"391810 - Floor, wall or ceiling coverings; of polymers of vinyl chloride, whether or not self-adhesive, in rolls or in the form of tiles",20,20,3,Yes
"392010 - Plastics; plates, sheets, film, foil and strip, of polymers of ethylene, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,3,Yes
"392020 - Plastics; of polymers of propylene, plates, sheets, film, foil and strip, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,3,Yes
"392030 - Plastics; of polymers of styrene, plates, sheets, film, foil and strip, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,4,Yes
392043 - Containing by weight not less than 6 % of plasticisers,20,20,2,Yes
392049 - Other,20,20,1,Yes
"392051 - Plastics; of acrylic polymers, polymethyl methacrylate, plates, sheets, film, foil and strip, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,3,Yes
"392059 - Plastics; of acrylic polymers (excluding polymethyl methacrylate), plates, sheets, film, foil and strip, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,3,Yes
"392062 - Plastics; plates, sheets, film, foil and strip, of polyethylene terephthalate, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,3,Yes
"392063 - Plastics; plates, sheets, film, foil and strip, of unsaturated polyesters, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,2,No
"392069 - Plastics; plates, sheets, film, foil and strip, of polyesters n.e.s. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,2,Yes
"392071 - Plastics; plates, sheets, film, foil and strip, of regenerated cellulose; non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,3,Yes
"392073 - Plastics; plates, sheets, film, foil and strip, of cellulose acetate, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,1,No
"392091 - Plastics; plates, sheets, film, foil and strip, of polyvinyl butyral, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,3,Yes
"392092 - Plastics; plates, sheets, film, foil and strip, of polyamides, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,3,Yes
"392093 - Plastics; plates, sheets, film, foil and strip, of amino-resins, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,2,No
"392094 - Plastics; plates, sheets, film, foil and strip, of phenolic resins, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",20,20,3,Yes
"392112 - Plastics; plates, sheets, film, foil and strip, of polymers of vinyl chloride, cellular",20,20,1,Yes
"392321 - Ethylene polymers; sacks and bags (including cones), for the conveyance or packing of goods",20,20,4,Yes
"392329 - Plastics; sacks and bags (including cones), for the conveyance or packing of goods, of plastics other than ethylene polymers",20,20,2,Yes
"392330 - Plastics; carboys, bottles, flasks and similar articles, for the conveyance or packing of goods",20,20,2,Yes
"392350 - Plastics; stoppers, lids, caps and other closures, for the conveyance or packing of goods",20,20,1,Yes
392390 - Plastics; articles for the conveyance or packing of goods n.e.s. in heading no. 3923,20,20,2,Yes
"392510 - Plastics; builders' ware, reservoirs, tanks, vats and similar containers of a capacity exceeding 300 litres",20,20,1,Yes
"392520 - Plastics; builders' ware, doors, windows and their frames and thresholds for doors",20,20,1,Yes
"392530 - Plastics; builders' ware, shutters, blinds (including venetian blinds) and similar articles and parts thereof",20,20,1,Yes
"392590 - Plastics; builders' ware, n.e.s. or included in heading no. 3925",20,20,1,Yes
392610 - Plastics; office or school supplies,20,20,1,Yes
392640 - Plastics; statuettes and other ornamental articles,20,20,1,Yes
"400690 - Rubber; unvulcanised, other than camel back strips for retreading rubber tyres",20,20,3,Yes
"401180 - Of a kind used on construction, mining or industrial handling vehicles and machines",20,20,5,Yes
440111 - Coniferous,20,20,1,No
440112 - Non-coniferous,20,20,1,Yes
"440121 - Wood; in chips or particles, coniferous",20,20,1,No
"440122 - Wood; in chips or particles, non-coniferous",20,20,1,No
440131 - Wood pellets,20,20,1,No
440139 - Other,20,20,1,No
440210 - Of bamboo,20,20,1,No
440290 - Other,20,20,1,No
"440410 - Wood; coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood",20,20,1,No
441011 - Particle board,20,20,1,Yes
441012 - Oriented strand board (OSB),20,20,1,No
441019 - Other,20,20,1,No
"441090 - Particle board and similar board; of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances",20,20,1,No
441112 - Of a thickness not exceeding 5 mm,20,20,1,No
441113 - Of a thickness exceeding 5 mm but not exceeding 9 mm,20,20,1,Yes
441114 - Of a thickness exceeding 9 mm,20,20,1,Yes
"441192 - Of a density exceeding 0,8 g/cm³",20,20,1,No
"441193 - Of a density exceeding 0,5 g/cm³ but not exceeding 0,8 g/cm³",20,20,1,No
"441194 - Of a density not exceeding 0,5 g/cm³",20,20,1,No
"441300 - Wood; densified wood, in blocks, plates, strips or profile shapes",20,20,1,No
"441510 - Wood; cases, boxes, crates, drums, similar packings and cable-drums",20,20,1,Yes
"441520 - Wood; pallets, box pallets and other load boards",20,20,1,Yes
"441600 - Wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",20,20,2,No
"441700 - Wood; tools, tool bodies, tool handles, broom or brush bodies and handles, boot and shoe lasts and trees, of wood",20,20,2,Yes
441830 - Wood; parquet panels,20,20,1,No
441840 - Wood; shuttering for concrete constructional work,20,20,1,No
441850 - Wood; shingles and shakes,20,20,1,No
"441874 - Other, for mosaic floors",20,20,1,No
"441875 - Other, multilayer",20,20,1,No
441879 - Other,20,20,1,No
441891 - Of bamboo,20,20,1,No
441899 - Other,20,20,1,Yes
"441911 - Bread boards, chopping boards and similar boards",20,20,1,Yes
441912 - Chopsticks,20,20,1,No
441919 - Other,20,20,1,Yes
441990 - Other,20,20,1,No
442110 - Wood; clothes hangers,20,20,1,No
"450410 - Cork; blocks, plates, sheets and strip, tiles of any shape, solid cylinders (including discs), of agglomerated cork (with or without a binding substance)",20,20,1,Yes
460121 - Of bamboo,20,20,1,No
460122 - Of rattan,20,20,1,No
460129 - Other,20,20,1,No
460211 - Of bamboo,20,20,3,No
460212 - Of rattan,20,20,3,No
460219 - Other,20,20,3,No
"460290 - Basketwork, wickerwork and other articles; of non-vegetable materials, made directly to shape from plaiting materials or made up from goods of heading no. 4601",20,20,3,No
"481110 - Paper and paperboard; tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, 4810 or 4818",20,20,2,Yes
481141 - Self-adhesive,20,20,2,Yes
481149 - Other,20,20,1,Yes
"481200 - Paper pulp; filter blocks, slabs and plates of paper pulp",20,20,1,Yes
"481310 - Paper, cigarette; in the form of booklets or tubes",20,20,1,No
"481320 - Paper, cigarette; in rolls of a width not exceeding 5cm",20,20,8,No
"481420 - Wallpaper and similar wall coverings; coated or covered on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics",20,20,3,Yes
"481490 - Wallpaper and similar wall coverings and window transparencies; of paper, n.e.s. in heading no. 4814",20,20,1,Yes
481710 - Paper and paperboard; envelopes,20,20,1,Yes
"481720 - Paper and paperboard; letter cards, plain postcards and correspondence cards",20,20,1,Yes
"481730 - Paper and paperboard; boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery",20,20,1,No
"481850 - Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",20,20,1,No
"481890 - Paper articles; articles of paper, cellulose wadding or fibres n.e.s. in heading no. 4818",20,20,1,Yes
"482010 - Paper and paperboard; registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles",20,20,1,Yes
"482030 - Paper and paperboard; binders, folders and file covers",20,20,1,Yes
482040 - Paper and paperboard; manifold business forms and interleaved carbon sets,20,20,1,No
482050 - Paper and paperboard; albums for samples or for collections,20,20,1,No
482090 - Paper or paperboard; stationery n.e.s. in heading no. 4820,20,20,1,Yes
"490810 - Printed matter; transfers (decalcomanias), vitrifiable",20,20,1,Yes
"490890 - Printed matter; transfers (decalcomanias), other than vitrifiable",20,20,1,Yes
"490900 - Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",20,20,1,Yes
"491000 - Calendars; printed, of any kind, including calendar blocks",20,20,1,Yes
"550810 - Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",20,20,2,No
"560121 - Wadding; other articles thereof, of cotton",20,20,1,Yes
"560122 - Wadding; other articles thereof, of man-made fibres",20,20,2,Yes
"560129 - Wadding; other articles thereof, other than of cotton or man-made fibres",20,20,1,Yes
560130 - Wadding; textile flock and dust and mill neps,20,20,3,No
"560210 - Felt; needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered or laminated",20,20,1,Yes
"560229 - Felt; of textile materials other than wool or fine animal hair (excluding needleloom felt and stitch-bonded fibre fabrics), not impregnated, coated, covered or laminated",20,20,1,Yes
"560290 - Felt; impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded fibre fabrics)",20,20,1,Yes
560311 - Weighing not more than 25 g/m²,20,20,1,Yes
560312 - Weighing more than 25 g/m² but not more than 70 g/m²,20,20,1,Yes
